,,"2019","2019","2019","2015","2015","2015","2010","2010","2010","2005","2005","2005","2000","2000","2000"
"Indicator","Age Group","Both sexes","Male","Female","Both sexes","Male","Female","Both sexes","Male","Female","Both sexes","Male","Female","Both sexes","Male","Female"
"nMx - age-specific death rate between ages x and x+n","<1 year","0.028649956","0.031088138","0.026146185","0.029650426","0.032188735","0.027048071","0.032422997","0.035106582","0.029668991","0.050860974","0.054648844","0.046968136","0.047865244","0.051725327","0.043909746"
"nMx - age-specific death rate between ages x and x+n","1-4 years","0.001778121","0.001936983","0.001615218","0.002201902","0.002363817","0.002035865","0.0048745","0.005069475","0.004674828","0.008331922","0.008530325","0.008129062","0.006614563","0.006795334","0.006429768"
"nMx - age-specific death rate between ages x and x+n","5-9 years","0.00050385","0.000548922","0.000457737","0.000718461","0.000771387","0.000664367","0.001215476","0.001264228","0.001165811","0.001574622","0.00161222","0.001536382","0.001303144","0.001338841","0.001266816"
"nMx - age-specific death rate between ages x and x+n","10-14 years","0.000589836","0.000660342","0.000517987","0.000725892","0.000807364","0.00064311","0.000969839","0.001032913","0.000905882","0.00102126","0.001121213","0.000919688","0.000780914","0.000891478","0.000668781"
"nMx - age-specific death rate between ages x and x+n","15-19  years","0.001483022","0.001616841","0.001347472","0.001826065","0.002024355","0.001624602","0.001839106","0.001886752","0.001790761","0.00196971","0.001951963","0.001987758","0.002081595","0.00223644","0.001924729"
"nMx - age-specific death rate between ages x and x+n","20-24 years","0.002902376","0.003180354","0.002620658","0.003334206","0.003646967","0.003015729","0.004383589","0.003791368","0.004985825","0.006115766","0.004724884","0.007529159","0.005574249","0.005036948","0.006117043"
"nMx - age-specific death rate between ages x and x+n","25-29 years","0.004925218","0.005390821","0.004451813","0.005377539","0.005599406","0.005151082","0.008892849","0.00754711","0.010264517","0.013413476","0.010456406","0.016395502","0.010475988","0.009851063","0.01109784"
"nMx - age-specific death rate between ages x and x+n","30-34 years","0.007249701","0.008211817","0.006270432","0.007985847","0.008473127","0.007488963","0.013714133","0.013180877","0.01425537","0.019960952","0.018690987","0.021218169","0.013336341","0.014276894","0.012421833"
"nMx - age-specific death rate between ages x and x+n","35-39 years","0.008784536","0.010363961","0.007189365","0.010043122","0.011219052","0.008863307","0.016582398","0.018031398","0.015141394","0.021831658","0.023470985","0.02023059","0.014477346","0.017068646","0.01201263"
"nMx - age-specific death rate between ages x and x+n","40-44 years","0.009988685","0.012151659","0.007859349","0.011791157","0.013953212","0.009678564","0.017537362","0.020602481","0.014564275","0.022172968","0.025978826","0.018537653","0.014842055","0.018529745","0.011389933"
